is_explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,country
1,197645,0.6229,0.5618,10,-5.514,1,0.0898,0.2148,0.24975,0.1292,0.3739,133.998,DE
0,205288,0.6364,0.5988,3,-4.52,1,0.0223,0.3101,0,0.1854,0.4615,134.619,DE
0,258531,0.7736,0.7646,11,-8.867,0,0.1294,0.1979,0.19692,0.1004,0.5137,127.285,KR
0,209644,0.4468,0.5086,6,-6.176,1,0.018,0.3183,0.07211,0.1476,0.5604,120.451,JP
0,261910,0.8745,0.7835,1,-11.675,1,0.0543,0.3966,0,0.1521,0.7661,129.571,JP
0,184565,0.7508,0.6887,2,-7.686,1,0.0195,0.1518,0.04178,0.2384,0.6699,104.15,BR
0,225485,0.37,0.5609,4,-7.015,1,0,0.1229,0.15308,0.3356,0.5191,112.881,JP
0,213252,0.5354,0.6513,7,-7.839,0,0.1006,0.3412,0.04016,0.1252,0.9506,121.43,KR
0,169186,0.6194,0.7636,4,-8.887,0,0.1611,0.3549,0.06697,0.3332,0.2383,105.321,DE
0,220286,0.8457,0.7106,4,-4.368,1,0.1285,0.0399,0.04322,0.0769,0.2134,134.394,US
0,213426,0.6578,0.6531,7,-8.026,1,0.1134,0.1861,0,0.2177,0.3905,109.895,DE
0,296186,0.5422,0.7631,4,-9.345,0,0,0.193,0.04717,0.0299,0.6737,114.137,KR
0,253178,0.9802,0.8444,5,-6.79,0,0.0518,0.0355,0.10159,0.076,0.6344,127.797,BR
0,173229,0.8273,0.8828,7,-6.111,1,0.1491,0.1181,0.05064,0.1834,0.5101,117.061,BR
1,152289,0.7652,0.7862,2,-7.821,0,0.0741,0.0952,0.13653,0.0864,0.4985,111.389,KR
0,216524,0.5695,0.6432,3,-9.118,1,0.0313,0.0,0.15799,0.1926,0.5902,139.899,US
0,236331,0.7061,0.5082,7,-10.274,1,0.1943,0.3348,0.09303,0.0242,0.656,101.703,JP
0,224479,0.6261,0.59,8,-6.461,1,0.0896,0.0967,0,0.1317,0.4943,125.639,JP
1,250455,0.6075,0.6415,10,-6.141,0,0,0.2458,0,0.1298,0.7991,85.594,BR
0,159016,0.6395,0.7526,2,-5.934,1,0.0341,0.0,0.071,0.0,0.5564,129.795,US
0,226955,0.6075,0.7105,4,-4.459,0,0.1737,0.216,0,0.0772,0.3587,80.489,US
0,213164,0.8064,0.654,11,-10.297,0,0.1229,0.2537,0,0.0491,0.1252,139.882,US
1,148208,0.4711,0.653,4,-6.941,0,0.1262,0.2254,0,0.1149,0.4831,99.953,DE
0,184468,0.4617,0.6628,1,-11.358,1,0.0754,0.1623,0,0.1954,0.7984,118.895,KR
0,191899,0.481,0.5833,0,-9.604,0,0,0.4607,0.14754,0.0712,0.4868,120.187,JP
1,316576,0.6226,0.6691,0,-8.218,0,0.037,0.3029,0.02043,0.1704,0.6434,130.921,DE
0,301967,0.5177,0.7848,2,-6.41,0,0.0299,0.1066,0.14302,0.3394,0.5164,136.548,US
0,272447,0.5618,0.7273,8,-6.83,1,0.1165,0.227,0,0.0474,0.5738,135.932,DE
1,191626,0.6679,0.514,1,-10.111,0,0.0989,0.0634,0.13598,0.2544,0.2865,115.454,US
0,148454,0.7062,0.8694,6,-14.566,0,0.0219,0.0006,0.03658,0.2289,0.6449,101.328,KR
0,182464,0.7859,0.7999,0,-9.594,0,0.1224,0.3964,0.0087,0.3014,0.5355,105.325,KR
0,160955,0.4891,0.7448,3,-7.547,1,0.0747,0.3121,0,0.1351,0.2516,140.08,JP
1,155580,0.842,0.9886,4,-6.973,0,0.0573,0.2252,0.06426,0.0077,0.6765,126.399,US
1,211710,0.5939,0.7844,4,-11.05,0,0.2,0.1556,0.08709,0.0895,0.7799,100.007,BR
0,251150,0.5493,0.8308,5,-7.023,1,0.1363,0.1747,0.08823,0.2142,0.7032,131.633,KR
0,134247,0.827,0.8207,9,-7.477,0,0.1344,0.315,0,0.113,0.9084,95.115,BR
0,242922,0.6888,0.6461,2,-8.514,1,0.051,0.1955,0,0.2272,0.9336,108.836,KR
0,252125,0.8472,0.4105,9,-1.929,0,0,0.147,0.09159,0.0027,0.4516,141.826,DE
0,240105,0.5291,0.472,7,-7.365,0,0.0074,0.4005,0.10073,0.1639,0.4474,137.078,DE
0,243774,0.3816,0.6808,3,-8.034,0,0.1602,0.2257,0.07924,0.2029,0.4632,126.105,DE
1,328960,0.8023,0.6318,2,-12.464,0,0.1293,0.1524,0.00859,0.1014,0.6619,125.099,US
1,207423,0.6409,0.5039,5,-7.34,0,0.174,0.1155,0.02448,0.1649,0.3365,113.476,DE
0,190222,0.6272,0.7436,2,-12.777,1,0.125,0.2417,0.19207,0.1325,0.5835,133.914,JP
0,312509,0.6339,0.8067,1,-7.111,1,0.0021,0.2398,0.2165,0.3267,0.744,117.614,JP
0,221725,0.6158,0.775,8,-7.185,0,0.0984,0.2152,0.00929,0.0968,0.5903,118.228,DE
0,254001,0.7305,0.6314,10,-4.522,1,0.0841,0.1887,0.05311,0.3968,0.5892,115.53,BR
0,274156,0.621,0.5744,6,-6.612,0,0.15,0.2312,0,0.1637,0.9831,142.428,KR
1,143834,0.6784,0.6856,0,-8.567,0,0.0415,0.0863,0.04518,0.0277,0.4675,106.303,JP
0,213213,0.6533,0.6372,4,-5.479,1,0.0697,0.3793,0.04876,0.1596,0.4305,144.958,DE
0,121893,0.7282,0.716,1,-9.15,0,0.0558,0.0736,0,0.3162,0.4688,95.1,BR
0,176545,0.4825,0.7714,11,-7.17,0,0.1151,0.1624,0,0.138,0.5345,139.592,US
1,232496,0.4388,0.6761,5,-6.893,0,0.0656,0.084,0,0.3313,0.4852,158.59,JP
0,169374,0.7417,0.7497,10,-5.31,1,0.0819,0.2421,0.02091,0.2899,0.6461,105.734,DE
0,188793,0.7183,1.0,3,-7.773,0,0.1272,0.4951,0.11769,0.1703,0.3226,150.72,JP
1,152217,0.8605,0.5484,4,-8.279,0,0.0403,0.0547,0.14941,0.1678,0.669,145.27,US
0,159022,0.8243,0.6993,3,-8.646,0,0.0457,0.2843,0.12164,0.3809,0.4256,109.607,US
0,156473,0.5772,0.8739,6,-5.591,1,0.1723,0.3506,0,0.0895,0.685,125.279,JP
0,196959,0.5414,0.6078,11,-9.065,1,0.0962,0.1436,0.11122,0.3472,0.6351,136.155,US
1,154398,0.6648,0.618,6,-7.855,0,0.0918,0.2357,0,0.1034,0.5067,141.03,US
0,186300,0.8098,0.726,7,-6.945,1,0.0483,0.2934,0,0.1792,0.6694,83.201,KR
0,224541,0.6301,0.7404,11,-9.066,0,0.1146,0.0797,0.03291,0.03,0.3815,133.167,KR
0,241032,0.8707,0.7021,9,-3.104,1,0.1304,0.1469,0.10386,0.1519,0.4883,134.623,BR
1,152113,0.7364,0.6909,6,-7.15,1,0.2114,0.3825,0.1196,0.1835,0.4178,138.067,JP
1,248087,0.8072,0.6105,6,-9.795,1,0.1238,0.0369,0.03736,0.1522,0.5588,127.267,US
0,278971,0.7711,0.6772,2,-8.066,0,0.0376,0.1113,0,0.0018,0.4194,126.304,US
0,150562,0.956,0.5002,6,-9.103,0,0.1707,0.2584,0.00159,0.1826,0.7869,111.569,BR
0,191674,0.7013,0.6753,2,-3.512,0,0.0382,0.3806,0.12909,0.1411,0.6325,130.696,BR
1,150581,0.5602,0.7697,6,-4.832,1,0.0293,0.1431,0.0102,0.3469,0.4242,141.769,DE
1,249480,0.9656,0.6576,9,-6.07,1,0.168,0.2601,0,0.2101,0.6846,107.246,BR
0,192736,0.8971,0.6048,10,-6.323,0,0.0863,0.0,0.00595,0.1895,0.3879,161.099,BR
0,252955,0.5997,0.6835,7,-6.778,0,0.0434,0.1462,0.14892,0.2229,0.6221,140.505,JP
0,170874,0.5292,0.7238,3,-5.085,0,0.0367,0.2445,0.01885,0.146,0.4223,139.947,JP
0,193178,0.4847,0.9288,9,-9.091,0,0.0519,0.4208,0,0.0881,0.5173,88.276,JP
0,141913,0.6989,0.6006,9,-3.217,0,0.0262,0.3009,0.10239,0.2111,0.6124,106.663,DE
1,186085,0.663,0.6865,10,-7.086,1,0.1166,0.2234,0.0574,0.3254,0.5028,117.778,BR
0,210174,0.7131,0.6233,2,-9.511,0,0.0292,0.1027,0.0533,0.2248,0.6381,96.877,US
0,225831,0.7968,0.7657,6,1.649,1,0.0778,0.3269,0.00033,0.1401,0.4552,136.748,DE
0,249631,0.6988,0.5807,2,-9.255,1,0.1145,0.3171,0.06933,0.3917,0.7805,139.228,BR
0,241781,0.6056,0.7447,4,-4.02,0,0.1562,0.3663,0.07471,0.3372,0.3839,128.47,JP
0,192789,0.6615,0.6826,9,-7.769,0,0.1012,0.0888,0.1346,0.0,0.5477,130.554,KR
0,133441,0.7511,0.5598,11,-6.055,0,0.1254,0.5899,0.05618,0.1661,0.6221,102.42,JP
0,253698,0.8308,0.5867,2,-5.558,0,0.0127,0.2261,0.09676,0.392,0.4067,132.874,KR
0,179078,0.7585,0.4491,7,-6.22,0,0.0951,0.2896,0.06342,0.3382,0.4882,135.427,US
0,188786,0.7795,0.8527,10,-4.632,1,0.0929,0.1525,0.25156,0.2306,0.4234,152.784,DE
0,212891,0.6376,0.5873,5,-5.859,0,0.1147,0.0934,0.15317,0.3223,0.6644,133.329,BR
0,155773,0.8021,0.7046,4,-9.366,1,0.0735,0.153,0,0.188,0.2648,128.145,DE
0,222104,0.8563,0.7428,11,-10.741,1,0.1243,0.0444,0.16948,0.2232,0.5097,103.716,US
0,273164,0.4784,0.7573,11,-6.819,0,0.1188,0.3475,0.10834,0.0997,0.6111,147.386,DE
0,192530,0.6632,0.7435,11,-4.373,0,0.0098,0.0271,0.01047,0.2324,0.5419,120.693,DE
1,271289,0.781,0.5485,2,-5.505,0,0.1732,0.0611,0.20349,0.1329,0.4951,141.911,US
0,234114,0.6293,0.6332,8,-5.334,1,0.1462,0.2765,0,0.1596,0.6926,115.354,KR
0,200787,0.5867,0.483,4,-12.597,0,0.0654,0.2747,0,0.0,0.5194,153.439,DE
0,168975,0.6986,0.821,4,-7.434,1,0.1694,0.2778,0,0.1454,0.3207,109.676,DE
1,195428,0.6997,0.8671,7,-6.919,0,0.1126,0.4066,0.16885,0.1992,0.5911,110.559,BR
1,223834,0.7405,0.6063,11,-2.175,1,0.0554,0.0677,0.02957,0.2758,0.8541,102.63,US
0,215119,0.329,0.4591,2,-0.837,1,0.0328,0.3179,0.14875,0.1643,0.3397,137.216,JP
0,233036,0.7017,0.7432,6,-6.66,1,0.079,0.2569,0.08491,0.2287,0.6429,121.425,BR
0,172859,0.6374,0.8042,3,-3.189,0,0,0.2016,0.06851,0.1598,0.4926,92.184,DE
0,203866,0.6493,0.8187,0,-7.663,1,0.0974,0.1119,0.15371,0.0998,0.5867,120.88,BR
0,138940,0.5306,0.7372,4,0.043,0,0.1007,0.4733,0.22099,0.173,0.3312,104.436,JP
0,278187,0.5814,0.8947,2,-10.133,1,0.0621,0.2591,0.04195,0.2281,0.5747,124.161,BR
1,253158,0.6313,0.595,11,-3.595,1,0.0582,0.3164,0.17978,0.1466,0.3501,122.28,US
0,168196,0.4348,0.5945,8,-8.78,0,0.1886,0.4837,0.20894,0.1611,0.5995,128.155,KR
0,251278,0.6786,0.4001,2,-8.291,1,0,0.1587,0.1275,0.0785,0.5952,113.381,US
1,207534,0.4827,0.5944,7,-6.444,1,0,0.0295,0.11493,0.2163,0.4532,116.397,KR
0,182140,0.4031,0.7225,11,-4.189,0,0.108,0.2107,0,0.0021,0.4161,99.238,JP
0,180428,0.6232,0.6875,6,-8.51,0,0.0753,0.1869,0,0.1122,0.5036,119.173,JP
0,195675,0.9195,0.9772,3,-2.878,0,0.0517,0.2506,0,0.0813,0.5273,93.781,BR
0,248710,0.3284,0.6956,8,-8.038,0,0.0706,0.3649,0,0.2242,0.4351,143.16,JP
0,263896,0.3803,0.7391,7,-7.803,0,0.0927,0.3836,0,0.1963,0.1044,101.838,DE
0,184766,0.5186,0.954,6,-5.976,1,0.1346,0.0021,0.01888,0.0229,0.4023,126.612,KR
0,162157,0.6477,0.6188,10,-5.262,1,0.0342,0.2998,0.08585,0.2766,0.7368,123.409,DE
0,175854,0.4078,0.6591,1,-9.787,1,0.0343,0.1973,0,0.0833,0.3958,146.339,DE
0,190990,0.5679,0.6982,4,-8.521,1,0.0179,0.3277,0.21293,0.0,0.3941,109.33,DE
0,192596,0.6941,0.8675,10,-4.672,0,0.0435,0.1402,0.22458,0.2681,0.5223,114.974,KR
0,147394,0.5771,0.7806,1,-10.584,0,0.0856,0.2245,0.05556,0.1495,0.269,142.51,DE
1,246459,0.7095,0.7528,2,-4.889,0,0.0176,0.3564,0.05957,0.2396,0.3942,100.448,DE
0,171351,0.6975,0.8819,0,-5.868,1,0.0135,0.2077,0,0.0291,0.7176,79.744,BR
0,207314,0.6417,0.6522,1,-6.848,0,0.127,0.0715,0.08346,0.1285,0.5054,140.363,KR
0,245017,0.5166,0.5893,9,-9.394,0,0,0.2803,0.0443,0.1897,0.3875,145.869,JP
0,224506,0.6801,0.9644,10,-10.979,0,0.0822,0.0,0.22583,0.1353,0.6551,108.351,KR
0,257762,0.7306,0.4403,8,-3.381,0,0.0768,0.0915,0,0.2372,0.3217,110.908,DE
0,290156,0.6241,0.6615,8,-8.688,1,0.0662,0.5472,0,0.1224,0.9644,90.283,KR
0,176018,0.8246,0.8265,2,-6.639,1,0,0.2256,0,0.1574,0.7956,131.175,BR
0,202809,0.7117,0.8507,10,-8.993,1,0.0874,0.3424,0.21751,0.1189,0.67,119.823,BR
0,188883,0.7203,0.6316,2,-9.046,0,0.0874,0.3503,0,0.3804,0.3266,142.3,DE
0,140330,0.4731,0.813,3,-6.58,1,0.0647,0.4142,0,0.1739,0.5318,138.237,JP
0,206109,0.6687,0.5939,9,-8.414,0,0.0223,0.3091,0,0.3682,0.4948,121.678,DE
1,148593,0.6447,0.9566,1,-8.852,0,0.0919,0.0815,0.03322,0.273,0.5347,116.064,US
0,146011,0.5494,0.6969,11,-8.911,0,0,0.146,0.12189,0.2322,0.2062,73.419,DE
0,235382,0.6723,0.9053,11,-7.844,0,0.003,0.1414,0,0.2828,0.819,143.326,KR
0,151044,0.8207,0.6107,6,-5.198,0,0.2869,0.2039,0.04526,0.0,0.6154,147.37,BR
1,223727,0.649,0.5782,4,-13.283,0,0.2412,0.3376,0.00851,0.0,0.2718,109.446,US
0,208792,0.7268,0.8089,5,-9.599,0,0.0483,0.1274,0,0.2056,0.7427,116.814,BR
0,180611,0.7672,0.896,6,-11.388,1,0.1495,0.3883,0.06877,0.1155,0.4791,131.931,KR
0,264516,0.7245,0.7405,10,-11.075,1,0.1467,0.1146,0,0.2924,0.4965,102.053,KR
0,270245,0.6306,0.689,3,-6.277,1,0.1177,0.2012,0.0792,0.0731,0.6079,65.488,BR
0,240857,0.5383,0.5491,2,-7.873,0,0.0345,0.2553,0.05792,0.0,0.7917,146.538,JP
0,208693,0.5299,0.6413,3,-8.917,0,0.0615,0.3462,0.0062,0.0342,0.3451,126.72,JP
0,255751,0.7167,0.641,4,-3.794,0,0,0.3632,0,0.2146,0.6626,137.052,JP
0,277087,0.6505,0.3771,1,-8.449,1,0.0869,0.3485,0.08067,0.18,0.5213,150.445,JP
1,274157,0.9108,0.5493,8,-6.721,1,0.1479,0.2952,0,0.2283,0.5948,119.385,BR
0,162794,0.8638,0.7349,6,-8.182,0,0.0838,0.4181,0.2646,0.2645,0.7593,141.786,BR
1,238042,0.7258,0.7763,5,-4.29,1,0.0899,0.1674,0,0.3272,0.6631,147.761,US
1,236099,0.8002,0.6644,1,-6.857,1,0.0461,0.3249,0.07819,0.1948,0.6437,107.416,US
0,208473,0.5941,0.7828,0,-5.98,0,0.1235,0.2152,0.10235,0.1525,0.5778,113.185,KR
1,322861,0.8326,0.6863,1,-11.199,0,0.0824,0.1078,0.02517,0.2267,0.7411,122.676,BR
0,98428,0.6281,0.802,3,-5.836,1,0.0191,0.4244,0.01129,0.0787,0.6187,129.283,KR
1,230593,0.6249,0.6892,4,-6.891,1,0.0372,0.2406,0.04535,0.0,0.5461,106.547,BR
0,176689,0.6771,0.884,4,-9.608,1,0.1099,0.3217,0.06146,0.2612,0.6793,98.943,BR
0,255504,0.6461,0.8005,1,-9.958,1,0,0.2394,0.14313,0.1364,0.6047,143.708,KR
0,177088,0.7508,0.6982,5,-2.655,0,0.0806,0.4133,0.03109,0.1042,0.725,100.377,US
0,153622,0.6984,0.6256,8,-8.969,1,0.1393,0.422,0.06261,0.034,0.4436,141.566,JP
0,273920,0.473,0.4721,2,-3.337,1,0.1343,0.3823,0.11123,0.2521,0.2997,96.86,JP
0,179294,0.6351,0.7017,4,-1.12,1,0.0126,0.1776,0,0.224,0.8421,123.158,KR
0,244998,0.9037,0.6257,9,-7.986,0,0.0316,0.257,0.08843,0.3988,0.7813,124.0,BR
0,203400,0.5715,0.6646,3,-4.07,1,0.0942,0.2806,0,0.0,0.4988,83.376,DE
0,164219,0.6436,0.5015,8,-8.31,0,0.0436,0.3629,0.06387,0.2113,0.5824,140.27,JP
0,187041,0.8575,0.6554,4,-5.666,0,0.0784,0.0,0,0.0865,0.5622,102.188,KR
1,234452,0.6317,0.507,9,-5.968,1,0.14,0.2086,0,0.1077,0.4338,65.858,BR
1,125236,0.8364,0.6896,1,-10.173,1,0,0.2338,0,0.2705,0.5702,137.858,US
1,245352,0.693,0.7616,9,-3.16,0,0.1585,0.3859,0.05264,0.2956,0.4457,121.306,DE
1,223867,1.0,0.7778,6,-1.545,1,0.0575,0.1122,0.00142,0.0465,0.5845,125.243,US
0,203017,0.5718,0.7026,6,-6.635,1,0.0666,0.2304,0.26865,0.1517,0.569,135.866,DE
0,193648,0.4085,0.7034,4,-6.72,0,0.0932,0.2791,0,0.1251,0.3738,139.292,JP
1,198794,0.6915,0.9593,9,-8.12,0,0.0807,0.247,0.2145,0.112,0.5354,160.196,US
0,208168,0.6497,0.7779,1,-6.194,1,0.1434,0.3515,0.09475,0.1556,0.6676,94.758,JP
1,194921,0.6887,0.6585,11,-4.442,0,0.0875,0.1223,0.17502,0.0379,0.7231,137.701,US
0,193437,0.8265,0.7679,8,-8.098,0,0.0726,0.2386,0.10965,0.0665,0.4674,110.405,US
0,302303,0.9056,0.7295,8,-4.395,1,0.03,0.2058,0,0.2191,0.6773,146.656,BR
1,185170,0.6228,0.8927,6,-7.672,0,0.1244,0.0,0.11953,0.2852,0.6339,132.001,US
1,217956,0.9689,0.7278,9,-6.204,1,0.1176,0.1636,0.16518,0.2111,0.5998,106.985,US
0,168887,0.4165,0.686,10,-7.099,1,0.0603,0.4875,0.19392,0.2223,0.3367,117.808,JP
0,112572,0.5777,0.5139,8,-5.472,0,0.0949,0.2465,0.28975,0.3483,0.4111,110.349,DE
0,186383,0.6759,0.5616,4,-3.756,0,0.1028,0.1385,0.02252,0.1276,0.7393,130.219,BR
0,253623,0.5991,0.7056,0,-6.973,0,0.0193,0.7271,0.0927,0.1369,0.5709,182.179,JP
0,255233,0.7455,0.7147,11,-6.349,1,0.0849,0.145,0.31273,0.1685,0.8032,112.729,BR
0,147071,0.304,0.6784,2,-8.083,0,0.1413,0.2559,0.10672,0.3092,0.6541,151.183,DE
0,225888,0.7131,0.7716,0,-5.707,1,0,0.2636,0,0.1447,0.4519,103.037,KR
1,270603,0.8058,0.5959,1,-7.917,0,0.0069,0.3299,0,0.0,0.5303,125.624,US
0,315651,0.5211,0.7447,10,-7.659,0,0.0866,0.2931,0.12466,0.1246,0.29,97.555,JP
0,197801,0.5679,0.6884,0,-10.042,0,0.09,0.2901,0.24047,0.2537,0.5923,138.889,JP
0,245820,0.6303,0.692,8,-11.387,0,0.1224,0.26,0,0.1795,0.2819,138.311,JP
0,239161,0.8133,0.6142,3,-12.073,0,0.0042,0.3528,0,0.1632,0.3702,81.136,KR
0,190830,0.6297,0.7917,10,-5.594,1,0.0795,0.4882,0.06048,0.3193,0.5808,116.297,KR
0,306422,0.5102,0.7143,4,-10.272,0,0.0334,0.2731,0,0.085,0.5959,108.879,JP
0,246089,0.8105,0.8142,8,-8.873,1,0.1022,0.2041,0.13563,0.1869,0.5612,118.289,BR
0,224705,0.5491,0.6259,1,-4.537,0,0.013,0.3756,0,0.3641,0.6229,136.095,JP
0,234654,0.8807,0.667,9,-7.985,1,0.0656,0.2774,0.06757,0.0438,0.6542,113.428,US
0,194908,0.6206,0.7777,3,-5.531,1,0,0.1642,0.03353,0.2688,0.5976,128.202,US
0,252411,0.5371,0.7955,5,-5.059,1,0.0502,0.5947,0.13861,0.1171,0.5908,109.995,JP
1,202563,0.8934,1.0,3,-3.814,0,0.034,0.0606,0,0.2752,0.4555,147.257,BR
1,130238,0.6485,0.6351,4,-7.284,0,0.108,0.1453,0,0.1853,0.6929,105.124,US
1,240579,0.7586,0.7562,2,-5.86,0,0.0603,0.2962,0,0.1158,0.6593,112.47,US
0,245719,0.5907,0.7991,0,-2.213,1,0.0856,0.2813,0.03412,0.1805,0.6576,151.594,KR
1,263209,0.6614,0.7645,2,-7.9,0,0.1058,0.265,0.00921,0.1359,0.457,139.418,DE
0,158105,0.5892,0.6739,10,-7.097,0,0.112,0.4449,0.02509,0.1984,0.6631,157.47,JP
0,179088,0.613,0.8812,5,-5.394,1,0.1456,0.202,0.23278,0.1571,0.6627,115.431,BR
0,234155,0.5708,0.7102,10,-0.628,1,0,0.3451,0.05944,0.0787,0.392,143.569,JP
0,136237,0.6523,0.754,5,-5.584,0,0.0392,0.1328,0.08242,0.185,0.343,136.367,JP
0,187838,0.8731,0.606,6,-10.036,0,0.1542,0.3485,0.07277,0.1959,0.6221,99.923,BR
1,167864,0.4375,0.6106,3,-8.029,0,0.0529,0.1435,0,0.0526,0.3208,132.361,DE
0,219538,0.8665,0.806,1,-3.914,1,0.0601,0.1763,0.16953,0.301,0.5461,113.447,BR
0,219680,0.7585,0.8611,9,-4.588,1,0.0861,0.2821,0.1195,0.132,0.5664,98.857,DE
0,114498,0.5982,0.7933,11,-5.5,0,0.0924,0.3097,0,0.2815,0.4631,117.756,KR
1,284212,0.5834,0.5696,7,-7.426,0,0.1023,0.1166,0.02884,0.1922,0.7463,122.503,DE
1,274871,0.7364,0.6452,6,-7.539,1,0.1127,0.3586,0.02176,0.2624,0.6406,98.49,DE
1,227610,0.6402,0.6268,3,-1.118,0,0,0.3157,0.00944,0.0832,0.5017,105.178,JP
1,175011,0.8161,0.6357,9,-6.326,1,0.0506,0.0,0.15125,0.1739,0.6698,116.483,BR
0,256088,0.7571,0.4953,1,-3.148,0,0.0884,0.1636,0.00418,0.1846,0.5223,121.087,BR
1,279411,0.7129,0.651,9,-10.294,0,0.0743,0.4456,0.07601,0.131,0.5546,108.037,BR
0,240971,0.7744,0.6429,8,-4.189,0,0.0673,0.4074,0,0.1659,0.5477,122.394,JP
0,193141,0.8693,0.6417,10,-6.57,0,0.1348,0.2531,0,0.0,0.6277,121.058,US
0,153160,0.4643,0.6446,11,-12.355,1,0.0412,0.3944,0,0.2221,0.5973,115.255,KR
0,214686,0.7249,0.958,8,-12.291,1,0.089,0.2759,0.25672,0.145,0.615,114.248,KR
0,199826,0.5576,0.6251,6,-7.042,1,0.0976,0.0,0.14047,0.4611,0.6135,156.041,US
0,260761,0.5732,0.8304,9,-8.445,1,0,0.2515,0.10842,0.1949,0.5764,126.892,DE
0,199206,0.7049,0.7354,8,-7.673,1,0.1222,0.2517,0.04291,0.1281,0.5527,122.515,JP
0,276019,0.4257,0.7653,10,-8.023,0,0.1935,0.3701,0.03749,0.2066,0.2813,157.925,DE
0,315603,0.7891,0.704,11,-10.263,0,0.0609,0.3468,0.08301,0.1734,0.5565,138.644,US
0,173268,0.9345,0.7392,10,-8.408,0,0.0668,0.3708,0,0.1757,0.6331,119.613,BR
0,311399,0.7205,0.6156,4,-7.224,1,0.1686,0.3266,0,0.1837,0.8192,144.339,US
1,113538,0.7616,0.9246,8,-3.791,0,0.0522,0.1857,0.12947,0.2129,0.6823,113.715,US
0,254303,0.7213,0.4375,7,-6.116,1,0,0.1596,0.06981,0.2236,0.3135,136.555,DE
0,236743,0.6189,0.8011,3,-7.224,1,0.0337,0.2971,0,0.105,0.4759,125.793,US
0,337041,0.4743,0.5382,8,-8.588,0,0.068,0.4165,0.02603,0.1225,0.6801,114.353,JP
0,246822,0.6236,0.7886,6,-12.286,1,0.0476,0.2499,0.11852,0.0011,0.7466,131.288,JP
0,250713,0.5021,0.5629,9,-6.676,0,0.0793,0.3456,0,0.2787,0.614,135.932,JP
0,203423,0.6742,0.6756,7,-2.5,0,0.0869,0.2446,0.24613,0.0458,0.6084,146.375,DE
0,213119,0.615,0.8732,7,-10.618,1,0,0.2319,0.09723,0.1447,0.6695,107.351,US
0,192030,0.5312,0.6207,0,-7.062,0,0.2107,0.2342,0.06901,0.185,0.7741,145.601,KR
0,186371,0.5361,0.9768,5,-11.163,1,0.1335,0.0702,0,0.1968,0.6123,83.912,KR
0,183950,0.6374,0.5849,11,-6.616,1,0.0445,0.298,0.06259,0.0586,0.8457,121.242,BR
0,213596,0.8784,0.6977,11,-6.533,1,0.161,0.4301,0.17857,0.0,0.7964,113.5,BR
0,180911,0.6005,0.6586,1,-8.226,0,0.0829,0.2105,0.03835,0.1485,0.7133,133.684,JP
0,142852,0.8765,0.5928,9,-3.2,0,0.2053,0.3432,0.20141,0.196,0.7955,119.926,BR
0,221387,0.6659,0.6148,11,-5.137,0,0.0238,0.0175,0.16385,0.0875,0.8051,87.517,KR
0,197131,0.7971,0.7773,1,-4.196,0,0.1408,0.3178,0.00692,0.1677,0.5986,131.413,KR
0,254346,0.6088,0.6125,2,-2.385,0,0.0988,0.2132,0.16681,0.1563,0.5819,146.163,DE
0,214463,0.7147,0.6156,9,-5.597,0,0.1503,0.1898,0.055,0.1652,0.7398,89.468,BR
1,198872,0.6842,0.6736,0,-3.097,1,0.0914,0.2336,0.05797,0.0794,0.6733,99.173,KR
1,167851,0.5418,0.8543,3,-9.657,0,0.0532,0.2934,0.01084,0.102,0.3564,104.326,US
0,223189,0.6821,0.7124,8,-10.285,0,0.1394,0.2723,0.05636,0.1655,0.8555,105.116,KR
0,239895,0.7729,0.7629,4,-7.721,0,0.0169,0.4629,0,0.123,0.3702,103.099,DE
1,207504,0.7445,0.6217,3,-6.086,1,0.0217,0.3117,0,0.0664,0.6287,108.814,KR
0,194902,0.6792,0.8849,9,-10.992,1,0.1037,0.0,0.22005,0.14,0.7622,88.058,KR
1,284466,0.289,0.8483,8,-6.476,0,0.0348,0.0445,0.18758,0.1672,0.5058,118.214,KR
0,203832,0.8437,0.368,11,-9.623,1,0.1201,0.2968,0.08936,0.5224,0.6464,98.205,BR
0,275402,0.8333,0.5552,1,-5.309,1,0,0.2123,0.13684,0.2471,0.5863,110.316,US
0,144349,0.6312,0.7078,10,-6.164,1,0.156,0.0757,0.16997,0.353,0.6388,127.34,KR
0,130397,0.8582,0.5448,11,-7.303,0,0.0229,0.2391,0.3369,0.066,0.6191,125.332,BR
0,183676,0.3139,0.7596,9,-6.991,0,0.1078,0.1054,0.11945,0.2147,0.335,111.67,DE
0,294467,0.6236,0.7203,3,-6.616,1,0.1516,0.1828,0,0.3673,0.8905,96.994,KR
0,121558,0.672,0.7006,8,-9.194,0,0,0.1707,0.21118,0.3525,0.6834,102.556,JP
0,162565,0.5522,0.5426,4,-10.852,1,0.1982,0.3597,0.03082,0.1829,0.4824,118.759,JP
0,174735,0.4683,0.4645,7,-5.454,1,0,0.0119,0,0.0576,0.528,106.246,JP
1,206959,0.6321,0.6909,8,-7.676,1,0.0883,0.152,0.02944,0.2886,0.6892,118.474,US
0,236747,0.618,0.7328,3,-9.062,0,0.0729,0.2341,0.06438,0.1855,0.4833,105.292,DE
