kind,edition,컴포넌트,name,arch,2.16,2.25,3.2,3.3,3.4,3.5 (EA2),latest_status,upstream,근거,source_url
feature,self-managed,LMEval,Kueue support in EvalHub for evaluation job scheduling,,—,—,—,—,—,TP,TP,LM Evaluation Harness,You can route EvalHub evaluation jobs through Red Hat build of Kueue LocalQueues by specifying a queue name when creating an evaluation job.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,Kueue workload scheduling visibility in the workbenches overview,,—,—,—,—,—,GA,GA,Kubeflow Notebooks,"When Kueue manages workload scheduling in a project, the workbenches overview page displays Kueue-derived scheduling states for each workbench.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,LMEval,Language Model Evaluation as a Service,,GA,GA,—,—,—,—,—,LM Evaluation Harness,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The new orchestrator enables the deployment of a secure, scalable Language Model Evaluation as a Service (LM-Eval-aaS).",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Latency-aware routing for Distributed Inference with llm-d,,—,—,—,—,—,DP,DP,llm-d,Platform operators can declare per-request latency targets for Time To First Token (TTFT) and Time Per Output Token (TPOT).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Llama Stack Connectors,,—,—,—,—,TP,TP,TP,Llama Stack,Llama Stack Connectors provide a high-level abstraction for AI registries such as MCP.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Llama Stack Responses API parity with OpenAI,,—,—,—,—,TP,TP,TP,Llama Stack,The Llama Stack Responses API in OpenShift AI 3.4 introduces systematic alignment with OpenAI’s Responses API.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Llama Stack servers now require installation of the PostgreSQL Operator,,—,—,TP,TP,TP,TP,TP,Llama Stack,"In OpenShift AI 3.2, the PostgreSQL Operator is now required to deploy a Llama Stack server.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Llama Stack support and optimization for single node OpenShift (SNO),,—,—,—,TP,TP,TP,TP,Llama Stack,Llama Stack core can now deploy and run efficiently on single node OpenShift (SNO).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Llama Stack versions in OpenShift AI 3.2,,—,—,TP,TP,TP,TP,TP,Llama Stack,OpenShift AI 3.2.0 uses the Open Data Hub Llama Stack version 0.3.5+rhai0 in the Llama Stack CHAPTER 3.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Llama Stack versions in OpenShift AI 3.3,,—,—,—,TP,TP,TP,TP,Llama Stack,"OpenShift AI 3.3.0 includes Open Data Hub Llama Stack version 0.4.2.1+rhai0, which is based on upstream Llama Stack version 0.4.2.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Llama Stack versions in OpenShift AI 3.4 EA1,,—,—,—,—,TP,TP,TP,Llama Stack,"OpenShift AI 3.4 EA1 includes Open Data Hub Llama Stack version 0.5.0+rhai0, which is based on upstream Llama Stack version 0.5.0.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Llama Stack versions in Red Hat OpenShift AI 3.4 EA2,,—,—,—,—,TP,TP,TP,Llama Stack,"Red Hat OpenShift AI 3.4 EA2 includes Open Data Hub Llama Stack version 0.6.0.1+rhai0, which is based on upstream Llama Stack version 0.6.0.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Data science pipelines,LLM Compressor integration,,—,—,—,DP,DP,DP,DP,Kubeflow Pipelines,LLM Compressor capabilities are available in Red Hat OpenShift AI as a Developer Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Data science pipelines,LLM Compressor library added to OpenShift AI workbench images and pipelines,,—,GA,—,—,—,—,—,Kubeflow Pipelines,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The LLM Compressor library is now generally available and fully integrated into standard OpenShift AI workbench images and pipelines.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,TrustyAI,LM-Eval model evaluation UI feature,,—,TP,—,TP,TP,TP,TP,TrustyAI,TrustyAI offers a user-friendly UI for LM-Eval model evaluations as Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Loki-based showback and user-scoped dashboards for Models-as-a-Service,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,Models-as-a-Service (MaaS) includes a Loki-based structured log pipeline for showback data in addition to the existing metrics-based dashboard.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,LoRA-aware request routing for Distributed Inference with llm-d,,—,—,—,—,—,DP,DP,llm-d,"Platform operators can route requests to pods where the target LoRA adapter is already loaded, avoiding cold-load latency from on-demand adapter swaps.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,MaaS,MaaS multi-tenancy with per-tenant gateway and identity isolation,,—,—,—,—,—,TP,TP,Red Hat OpenShift AI (KServe/llm-d 기반),Platform administrators can provision isolated tenants for Models-as-a-Service by using a single custom resource.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,MCP Catalog administrative interface for managing entries,,—,—,—,—,—,DP,DP,Open Data Hub Dashboard,"In OpenShift AI, administrators can manage Model Context Protocol (MCP) Catalog source configurations directly from the Settings page of the dashboard.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,AI Hub,MCP Catalog for enterprise management of MCP servers,,—,—,—,—,DP,DP,DP,Open Data Hub,"The MCP Catalog provides a centralized experience for discovering, deploying, and experimenting with Model Context Protocol (MCP) servers in Red Hat OpenShift AI.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Dashboard,MCP Catalog support tier labeling,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,"The Model Context Protocol (MCP) Catalog in Red Hat OpenShift AI displays explicit support tier labels for server entries, allowing you to easily identify official support commitments before deployment.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,AI Hub,MCP gateway Operator as an external dependency for MCP management workflows,,—,—,—,—,—,TP,TP,Open Data Hub,"The MCP gateway Operator is an optional external prerequisite for OpenShift AI MCP management workflows, including agentic AI workflows, that route agent tool calls through a governed protocol gateway layer.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,Microsoft SQL Server command-line tool removal,,—,Removed,—,—,—,—,—,Kubeflow Notebooks,"Starting with OpenShift AI 2.24, the Microsoft SQL Server command-line tools (sqlcmd, bcp) have been removed from workbenches.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,(미분류),MiDojo adversarial testing execution engine,,—,—,—,—,—,DP,DP,,"In OpenShift AI, you can use MiDojo, a man-in-the-middle adversarial testing execution engine for AI agents, available as a Developer Preview feature.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,(미분류),Migration from OpenShift AI 2.25.4 (and later) to 3.3 (latest),,—,—,—,GA,GA,GA,GA,,Red Hat OpenShift AI 3.3.2 is the first 3.x release to support migration from Red Hat OpenShift AI 2.25.x.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.3/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Migration guide available for transitioning from vLLM-based InferenceService to LLMInferenceService,,—,—,—,—,GA,GA,GA,llm-d,"Platform Operators deploying Distributed Inference with llm-d on OpenShift AI can follow a step-by- step guide covering LLMInferenceServiceConfig, YAML examples, and migration from vLLM-based InferenceService deployments.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Migration guide using rhai-cli for upgrading from OpenShift AI 2.25.9 and later to 3.5,,—,—,—,—,—,GA,GA,,"A new migration guide, Assess and plan for migration from Red Hat OpenShift AI 2.25.9 (and later) to 3.5 , is now available.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MLflow,MLflow integration,,—,—,DP,DP,TP,TP,TP,MLflow,MLflow is no longer a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,MLflow integration for AI Pipelines and training environments,,—,—,—,—,—,GA,GA,Kubeflow Notebooks,MLflow is fully integrated to provide centralized machine learning (ML) lifecycle management.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MLflow,MLflow is fully supported,,—,—,—,—,GA,GA,GA,MLflow,"MLflow, previously available as a Technology Preview and Developer Preview feature, is fully supported with this release.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,MLflow Operator is now a managed component in the DataScienceCluster CR,,—,—,—,—,GA,GA,GA,Open Data Hub Dashboard,"Starting with Red Hat OpenShift AI 3.4, the MLflow Operator is a managed component in the DataScienceCluster custom resource (CR).",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,MLflow operator promoted to a managed component,,—,—,—,—,GA,GA,GA,Open Data Hub Dashboard,"Starting with Red Hat OpenShift AI 3.4, the MLflow Operator is a managed component in the DataScienceCluster custom resource (CR).",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MLflow,MLFlow SDK pre-installed in workbench and runtime images,,—,—,—,—,GA,GA,GA,MLflow,"The MLFlow SDK is now pre-installed and included in the datascience, tensorflow (CUDA & ROCm), pytorch (CUDA & ROCm), and codeserver workbench and runtime images.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MLflow,"MLflow, AutoML, AutoRAG, and OGX enhancements on IBM Power",,—,—,—,—,—,GA,GA,MLflow,"Red Hat OpenShift AI extends support for MLflow, AutoML, AutoRAG, the GenAI playground, milvus-lite , and the OGX ecosystem to the IBM Power architecture.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MLflow,MLflow-compatible agent connectors for Synthetic Data Generation (SDG) Hub,,—,—,—,—,—,GA,GA,MLflow,The Synthetic Data Generation (SDG) Hub features MLflow-compatible agent connectors.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,MLServer ServingRuntime for KServe,,—,—,—,TP,TP,TP,TP,KServe,The MLServer serving runtime for KServe is now available as a technology preview feature in Red Hat OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,MLServer ServingRuntime for KServe is now generally available,,—,—,—,—,GA,GA,GA,KServe,The MLServer ServingRuntime for KServe is now generally available in Red Hat OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,Model Cache for faster inference startup,,—,—,—,—,—,TP,TP,KServe,You can pre-download and cache large language model (LLM) artifacts on node-local Non-Volatile Memory Express (NVMe) storage to reduce InferenceService cold-start latency.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Model Catalog,Model catalog performance data with advanced search and filtering,,—,—,—,GA,GA,GA,GA,,"The model catalog provides comprehensive model validation data, including performance benchmarks, hardware compatibility, and other relevant metrics for Red Hat validated third-party models.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.3/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,AI Hub,Model Context Protocol (MCP) Lifecycle Operator,,—,—,—,—,—,TP,TP,Open Data Hub,The Model Context Protocol (MCP) Lifecycle Operator is available as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Model Registry,Model deployment wizard available from a model registry,,—,—,GA,GA,GA,GA,GA,,The OpenShift AI user interface for configuring and deploying large language models from a model registry has been updated to use a new deployment wizard.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Model Catalog,Model deployment wizard available from the model catalog,,—,—,GA,GA,GA,GA,GA,,The OpenShift AI user interface for configuring and deploying large language models from the model catalog has been updated to use a new deployment wizard.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Model Registry,Model Registry,,TP,TP,—,—,—,—,—,,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The Model Registry Operator is not installed by default in Technology Preview mode.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Model Registry,Model registry and model catalog general availability,,—,GA,—,—,—,—,—,,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. OpenShift AI model registry and model catalog are now available as general availability (GA) features.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Model Registry,Model registry ML Metadata (MLMD) server removal,,—,Removed,—,—,—,—,—,,"Starting with OpenShift AI 2.23, the ML Metadata (MLMD) server has been removed from the model registry component.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,IBM Spyre Operator,Model serving support for IBM Spyre AI accelerators on IBM Power,,—,—,—,GA,GA,GA,GA,vLLM Spyre,Model serving with IBM Spyre AI accelerators is now Generally Available (GA) on the IBM Power platform.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.3/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MaaS,Model-as-a-Service (MaaS) integration,,—,—,DP,TP,TP,TP,TP,Red Hat OpenShift AI (KServe/llm-d 기반),This feature is available as a Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,MaaS,Models-as-a-Service now Generally Available,,—,—,—,—,GA,GA,GA,Red Hat OpenShift AI (KServe/llm-d 기반),Models-as-a-Service (MaaS) is now Generally Available in Red Hat OpenShift AI 3.4.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,Models-as-a-Service observability dashboard,,—,—,—,—,TP,TP,TP,Open Data Hub Dashboard,This Technology Preview feature provides comprehensive usage metrics for cost attribution and showback reporting to finance teams.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Kubeflow Spark Operator,Monitoring Spark jobs with the Spark Application UI and History Server,,—,—,—,—,—,TP,TP,Kubeflow Spark Operator,Red Hat OpenShift AI Self-Managed 3.5 Release notes You can monitor Spark jobs submitted with the Kubeflow Spark Operator by using the Spark Application UI through OpenShift routes or port forwarding.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Multi-architecture support for the model catalog,,—,—,—,—,GA,GA,GA,Open Data Hub Dashboard,The model catalog includes support for IBM Power (ppc64le) architecture.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,TrustyAI,Multi-instance chat comparison in Playground,,—,—,—,—,TP,TP,TP,TrustyAI,You can compare results across multiple configurations in the Playground by using multiple chat panes side-by-side.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,(미분류),Multi-lingual support for AutoRAG,,—,—,—,—,—,TP,TP,,"AutoRAG includes multi-lingual capabilities, allowing you to discover optimal Retrieval-Augmented Generation (RAG) patterns for non-English and mixed-language document corpora.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,Multi-model serving platform (ModelMesh),,—,Deprecated,Deprecated,Deprecated,Deprecated,Deprecated,Deprecated,KServe,"Starting with OpenShift AI version 2.19, the multi-model serving platform based on ModelMesh is deprecated.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,MaaS,Multi-provider API passthrough for Models-as-a-Service external models,,—,—,—,—,—,TP,TP,Red Hat OpenShift AI (KServe/llm-d 기반),You can route inference requests through the Models-as-a-Service (MaaS) gateway using native /v1/messages provider API formats—such as the Anthropic Messages API at or the OpenAI Responses API at /v1/responses —without format translation.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Multi-tenancy support in OGX,,—,—,—,—,—,TP,TP,Llama Stack,"OGX supports multi-tenancy, allowing teams to share infrastructure while isolating data and access.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Multimodal input support for Distributed Inference with llm-d,,—,—,—,—,—,GA,GA,llm-d,"Platform Operators serving multimodal models benefit from prefix cache-aware routing that accounts for image, audio, and video content.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,Multimodal support in the Gen AI Studio playground,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,"The Gen AI Studio playground supports multimodal interactions, allowing you to experiment with models that process text, images, and audio.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,TrustyAI,NeMo Guardrails in Gen AI Studio,,—,—,—,—,—,TP,TP,TrustyAI,Red Hat OpenShift AI 3.5 EA1 updates the guardrails experience in the Gen AI Studio playground.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,TrustyAI,NeMo Guardrails integration with MCP Gateway for agent tool-call enforcement,,—,—,—,—,—,TP,TP,TrustyAI,You can integrate NeMo Guardrails with the MCP Gateway to enforce guardrails on agent tool calls at the gateway layer.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,TrustyAI,NeMo Guardrails support on IBM Z,,—,—,—,—,—,GA,GA,TrustyAI,NeMo Guardrails is supported on IBM Z (s390x).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,TrustyAI,NeMo Guardrails to enable AI safety,,—,—,—,—,GA,GA,GA,TrustyAI,"NeMo Guardrails, introduced in Red Hat OpenShift AI 3.3 as a Technology Preview, is fully supported with this release.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,New chat functionality in Generative AI Studio,,—,—,GA,GA,GA,GA,GA,Open Data Hub Dashboard,You can now clear the chat history and start a new conversation in the Playground by clicking the New Chat button.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Feature Store,New Feature Store component,,—,TP,—,TP,TP,TP,TP,Feast,This Technology Preview release introduces the following capabilities:,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Non-cluster administrator access and embeddable Perses-based dashboards,,—,—,—,—,—,GA,GA,Open Data Hub Dashboard,"In OpenShift AI, non-cluster administrators, such as data scientists, can access Perses-based metrics dashboards scoped to their authorized namespaces.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,TrustyAI,NVIDIA NeMo Guardrails,,—,—,TP,TP,TP,TP,TP,TrustyAI,You can use NVIDIA NeMo Guardrails as a Technology Preview feature to add guardrails and safety controls to your deployed models in Red Hat OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,NVIDIA Triton Inference Server version 24.10 runtime: additional models tested and verified,,GA,GA,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The NVIDIA Triton Inference Server version 24.10 runtime has been tested with the following models for both KServe (REST and gRPC) and ModelMesh (REST):,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Observability dashboards installed by default for Distributed Inference with llm-d,,—,—,—,—,—,GA,GA,llm-d,Distributed Inference with llm-d includes observability dashboards installed by default in the ConfigMap OpenShift web console.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Observability reference dashboards for Distributed Inference with llm-d using Perses,,—,—,—,—,—,GA,GA,llm-d,You can monitor Distributed Inference with llm-d deployments by using reference dashboards delivered through Perses and the Cluster Observability Operator.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,OCI containers for model storage,,TP,TP,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. You can use OCI storage as an alternative to cloud storage services for model serving.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,OCI-compliant storage layer for model registry,,—,—,—,—,GA,GA,GA,Open Data Hub Dashboard,"You can now use the OpenShift AI dashboard to register a model from an S3-compatible source or URI, transform it into an OCI ModelCar image, and store it in an OCI registry.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,OGX Connectors,,—,—,—,—,—,TP,TP,Llama Stack,OGX Connectors provide a high-level abstraction for AI registries such as MCP.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OGX Server custom resource definition (CRD) runtime updates,,—,—,—,—,—,TP,TP,Llama Stack,OpenShift AI 3.5EA2 introduces enhancements to the OGX Server CRD by natively exposing config.yaml runtime configuration fields.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OGX servers require installation of the PostgreSQL Operator,,—,—,—,—,—,TP,TP,Llama Stack,"In OpenShift AI 3.2, the PostgreSQL Operator is required to deploy a OGX server.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OGX support and optimization for single node OpenShift (SNO),,—,—,—,—,—,TP,TP,Llama Stack,OGX core can deploy and run efficiently on single node OpenShift (SNO).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OGX versions in OpenShift AI 3.2,,—,—,—,—,—,TP,TP,Llama Stack,"OpenShift AI 3.2.0 uses the Open Data Hub OGX version 0.3.5+rhai0 in the OGX Distribution, which is based on the upstream OGX version 0.3.5.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OGX versions in OpenShift AI 3.3,,—,—,—,—,—,TP,TP,Llama Stack,"OpenShift AI 3.3.0 includes Open Data Hub OGX version 0.4.2.1+rhai0, which is based on upstream OGX version 0.4.2.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OGX versions in OpenShift AI 3.4 EA1,,—,—,—,—,—,TP,TP,Llama Stack,"OpenShift AI 3.4 EA1 includes Open Data Hub OGX version 0.5.0+rhai0, which is based on upstream OGX version 0.5.0.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OGX versions in Red Hat OpenShift AI 3.4 EA2,,—,—,—,—,—,TP,TP,Llama Stack,"Red Hat OpenShift AI 3.4 EA2 includes Open Data Hub OGX version 0.6.0.1+rhai0, which is based on upstream OGX version 0.6.0.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OpenAI-compatible annotations for search and responses in Llama Stack,,—,—,—,TP,TP,TP,TP,Llama Stack,"Starting with OpenShift AI 3.3, Llama Stack provides OpenAI-compatible grounding and citation annotations for search-backed responses as a Technology Preview feature.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,OpenAI-compatible annotations for search and responses in OGX,,—,—,—,—,—,TP,TP,Llama Stack,"Starting with OpenShift AI 3.3, OGX provides OpenAI-compatible grounding and citation annotations for search-backed responses as a Technology Preview feature.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
