amount,age,tenure_months,num_claims,credit_score,distance_km,channel,label
888.82,36,126,1,475,61.9,0,0
722.27,65,0,0,489,72.3,1,0
2575.22,29,80,0,470,28.8,0,0
2488.86,61,121,3,642,48.4,0,0
1147.89,62,2,2,785,35.9,0,0
1211.29,71,4,1,533,39.3,0,0
1308.81,70,85,5,802,1.9,1,0
1120.16,42,117,0,661,66.1,1,0
3209.02,73,152,5,415,23.5,1,0
1158.11,45,56,0,665,11.9,1,0
844.61,46,92,1,391,8.9,0,0
684.3,36,160,5,839,33.3,0,0
153.03,44,150,3,582,55.5,1,0
848.32,72,156,0,743,9.8,1,0
1565.64,26,2,5,450,15.6,1,0
27.75,54,170,0,610,15.2,1,0
1281.84,21,55,1,426,13.3,0,0
2597.2,72,0,0,557,21.2,0,0
583.92,61,143,0,388,97.5,1,0
1030.43,77,20,1,524,22.3,0,0
475.07,59,98,3,708,77.9,0,0
2973.43,30,144,3,630,5.9,0,0
1452.71,54,51,1,612,40.5,0,0
2696.21,30,96,3,398,0.3,0,0
589.36,62,91,5,662,24.5,1,0
2819.69,77,143,0,731,9.3,0,0
246.24,34,148,2,430,2.5,1,0
1637.89,61,1,5,830,2.8,1,0
2226.0,60,27,2,399,36.1,1,0
106.73,26,149,0,509,54.4,0,0
1995.25,76,172,0,608,15.6,1,0
3701.87,58,176,1,417,8.1,0,1
594.42,25,63,1,406,7.7,1,0
292.19,78,31,1,714,18.5,1,0
2430.74,53,66,5,426,49.4,1,1
2021.51,66,168,1,474,23.0,0,0
645.9,56,126,2,581,77.5,1,0
1716.19,71,108,0,328,22.5,1,0
994.63,38,8,5,343,17.7,1,0
1155.02,36,2,0,666,32.8,0,0
794.52,23,44,0,660,18.3,1,0
1719.86,69,168,1,703,3.0,0,0
307.3,49,155,0,889,10.7,1,0
477.77,41,149,3,369,109.1,0,1
1083.06,61,27,5,787,8.9,1,0
3908.74,65,60,0,478,11.5,1,0
720.41,58,64,0,338,27.0,0,0
291.92,20,44,2,410,60.1,1,0
3154.19,31,50,1,802,16.4,1,0
1578.73,46,135,1,388,85.1,0,0
705.02,70,35,0,668,3.5,1,0
2102.17,62,164,5,494,7.5,0,0
178.55,58,143,0,368,26.1,1,0
790.48,24,32,1,403,30.8,0,0
2973.72,20,57,1,557,35.9,1,0
3965.7,37,19,1,830,53.6,1,0
3374.26,26,149,5,569,41.6,0,1
316.39,75,15,0,509,32.7,1,0
394.67,34,126,0,877,50.2,0,0
2605.03,66,156,0,864,37.9,1,0
1143.71,21,127,1,658,31.6,1,0
1803.97,33,5,0,326,60.2,0,0
2650.46,66,4,5,353,26.6,1,0
665.63,46,140,0,418,19.9,1,0
1224.63,41,49,2,747,37.5,0,0
1378.56,45,137,0,315,23.1,0,0
1892.12,30,72,0,621,29.6,1,0
5298.55,27,155,3,790,69.9,0,0
4341.15,32,126,2,525,63.6,1,0
3636.26,37,167,1,839,5.1,1,0
519.4,41,105,5,586,15.2,0,0
3866.94,33,78,1,425,102.9,1,0
1295.73,34,178,5,764,9.5,0,0
1814.69,56,98,1,386,7.2,0,0
153.48,74,97,3,754,9.8,0,0
399.6,53,13,1,332,60.4,1,0
3323.01,40,67,1,328,15.9,1,0
971.38,69,14,0,866,35.4,1,0
2325.37,53,118,3,886,6.4,1,0
623.04,78,60,0,315,64.9,1,0
1804.47,34,138,1,645,14.9,1,0
1019.72,35,167,0,427,51.3,1,0
692.76,30,113,5,317,48.3,1,1
2575.93,59,142,1,718,28.7,0,0
4007.26,54,80,0,751,60.9,0,0
1466.03,50,32,1,478,10.2,0,0
591.94,60,9,0,818,4.2,1,0
3502.17,22,66,1,316,36.6,1,0
2254.07,25,19,5,415,28.1,0,0
537.47,71,174,3,373,54.3,1,0
2030.14,69,92,2,717,47.8,1,0
3263.17,29,94,0,597,10.8,0,0
3229.36,70,80,2,520,28.8,1,0
3564.08,43,166,0,379,33.1,0,0
3315.95,65,107,0,840,19.2,0,0
218.01,39,68,1,889,20.8,1,0
74.98,42,59,5,622,83.1,0,0
2348.52,45,92,0,660,54.1,0,0
32.8,47,107,1,883,24.8,0,0
1304.38,62,149,0,566,107.6,1,0
2333.93,51,37,5,502,47.7,0,0
1957.5,35,141,5,403,22.0,0,0
1366.02,29,18,0,827,12.4,1,0
272.01,54,61,1,421,52.2,1,0
2811.49,58,27,0,375,11.9,1,0
2992.75,66,111,1,788,10.1,0,0
870.8,71,130,0,455,32.7,0,0
285.42,43,82,5,480,62.2,1,0
2233.74,40,12,3,592,39.2,1,0
1370.39,21,53,3,831,79.0,1,0
686.32,37,42,0,594,7.9,1,0
1350.67,77,66,0,537,44.0,1,0
1967.61,67,43,0,340,93.6,0,1
1369.86,32,72,3,755,12.1,0,0
998.6,64,30,5,742,38.5,1,0
4317.28,65,171,0,662,74.9,0,0
1301.59,29,129,2,582,35.5,1,0
1390.3,64,176,2,339,14.4,1,0
693.17,31,142,0,308,26.6,0,0
1359.3,62,50,1,781,87.2,0,0
1876.7,27,50,0,828,63.3,0,1
2947.49,32,45,0,728,41.0,1,0
454.11,41,123,0,607,1.5,0,0
341.8,59,100,2,856,20.4,1,0
1946.9,76,73,3,757,120.7,1,0
368.24,39,169,0,655,31.3,1,0
1455.71,70,125,3,540,25.5,0,0
1946.91,69,104,0,875,16.0,1,0
583.84,47,108,3,566,56.3,0,0
1013.23,71,11,1,758,16.1,1,0
2519.57,68,160,0,637,14.9,0,0
3582.12,70,97,0,641,28.0,1,0
868.43,52,53,2,848,1.0,0,0
1991.63,64,58,1,465,14.1,1,0
1722.81,19,9,0,839,83.5,0,0
1313.26,37,77,0,535,8.6,0,0
1198.54,43,167,3,434,53.2,1,0
2776.06,64,106,0,315,41.9,0,0
70.59,72,155,1,631,1.0,1,0
2387.53,31,25,1,890,24.7,1,0
239.02,45,143,1,794,32.2,1,0
100.81,20,127,3,681,13.8,0,0
902.73,68,59,5,678,15.8,1,0
358.95,70,161,0,397,8.1,0,0
3080.67,24,36,3,784,0.9,0,0
344.17,66,86,0,337,21.7,1,0
1272.13,36,176,1,875,27.1,1,0
359.43,39,118,5,826,73.6,0,0
661.95,27,3,0,832,27.2,0,0
2505.32,21,108,5,474,60.9,1,1
2298.38,19,75,0,745,9.6,1,0
2070.75,39,157,2,877,1.7,0,0
196.26,58,95,1,783,16.1,1,0
0.09,73,34,0,836,78.1,1,0
459.44,23,1,1,492,31.5,0,0
107.41,22,159,5,460,11.6,0,0
199.55,59,3,1,581,9.6,1,0
2543.38,38,94,3,560,19.1,0,0
2598.01,36,45,1,877,73.0,0,0
937.1,43,84,1,784,12.0,0,0
2138.33,24,157,0,446,97.6,0,0
1803.66,22,35,5,735,20.0,1,0
450.7,54,100,3,694,20.0,1,0
1892.4,24,154,1,470,9.6,1,0
2229.33,50,177,1,423,23.3,1,0
2514.72,73,119,2,734,92.2,0,0
3606.81,31,97,2,483,43.1,0,0
565.71,56,79,2,396,40.2,1,0
957.43,36,8,1,790,19.9,1,0
815.26,59,14,0,782,8.8,1,0
1816.16,67,139,0,339,33.5,1,1
1881.05,66,45,0,384,5.8,1,0
2387.62,64,15,2,399,49.5,1,0
1911.08,20,85,2,473,71.8,1,0
2618.89,72,170,0,366,5.2,0,0
1223.66,24,44,5,345,19.4,1,0
621.92,59,0,1,580,18.0,1,0
1588.89,24,144,5,390,36.0,0,0
1462.44,39,151,0,473,35.5,0,0
764.57,65,63,1,495,31.7,0,0
304.13,36,35,2,723,42.6,0,0
1057.25,37,66,5,570,46.4,0,0
23.05,60,133,5,474,2.4,0,0
449.44,55,53,3,655,8.1,1,0
647.6,72,68,0,825,25.0,0,0
828.59,26,132,0,786,22.0,0,0
344.63,61,150,0,630,66.2,0,0
1328.73,45,121,2,644,16.3,0,0
638.79,53,47,0,749,38.6,1,0
369.45,49,62,1,682,40.9,1,0
850.87,78,59,0,731,26.7,1,0
2654.99,20,41,0,607,8.5,0,0
451.5,61,85,0,392,10.9,1,0
2071.5,44,42,5,300,48.6,0,1
1804.82,30,60,1,747,50.3,0,0
2281.97,68,95,0,788,62.0,0,0
1047.23,63,54,5,685,31.1,1,0
1255.17,27,81,0,709,2.1,1,0
2231.17,46,152,3,846,38.6,0,0
718.45,20,56,0,540,72.9,1,0
1115.34,57,101,0,535,20.0,0,0
2422.98,24,86,3,484,29.3,1,0
357.47,49,8,1,731,75.6,0,0
27.12,48,21,2,403,49.1,1,0
2511.05,55,129,3,765,22.7,0,0
2672.41,68,13,1,735,9.9,1,0
3230.44,77,115,2,784,68.3,1,0
1918.52,30,108,3,381,16.6,0,1
3428.71,35,50,5,745,0.1,0,0
4123.99,48,93,0,678,39.9,1,0
37.87,20,138,1,483,40.8,1,0
2520.96,59,9,0,665,23.9,0,0
459.95,53,24,0,448,35.1,1,0
580.52,63,158,1,836,125.6,1,0
1006.0,57,163,0,691,29.9,0,0
369.34,44,5,0,563,5.7,0,0
518.0,31,146,1,610,28.1,0,0
3066.35,32,111,1,490,35.8,1,0
2650.81,30,173,1,579,31.4,0,0
2740.88,27,70,1,773,24.9,1,0
1571.27,33,16,1,771,82.1,1,0
492.9,78,142,0,651,54.9,1,0
1579.27,73,127,1,845,0.6,0,0
1186.26,73,146,0,798,30.2,1,0
1176.98,38,74,2,762,29.1,1,0
558.82,41,144,3,725,2.9,0,0
676.7,34,96,0,687,84.5,0,0
2123.71,55,74,0,462,142.1,1,0
571.32,76,153,1,627,42.5,1,0
27.0,59,162,2,814,32.3,1,0
877.04,37,115,0,481,58.2,1,0
124.19,48,167,0,400,12.6,1,0
159.16,31,162,0,529,40.5,0,0
585.57,55,104,0,632,19.7,0,0
405.76,42,5,3,865,23.1,0,0
1960.82,74,61,0,783,52.6,0,0
351.35,32,147,5,770,101.8,0,0
152.93,30,118,0,639,30.3,0,0
1100.26,66,8,3,832,5.0,1,0
2608.59,35,137,0,846,37.8,0,0
1447.2,70,101,0,672,7.6,1,0
966.7,46,31,0,449,15.8,1,0
1129.54,65,43,2,722,14.1,1,0
1274.97,35,24,2,375,65.9,1,0
77.72,35,87,1,755,21.6,1,0
594.16,57,9,0,451,29.3,1,0
2609.43,64,74,1,462,15.2,1,0
34.56,66,177,0,450,32.3,1,0
1150.49,73,54,1,451,48.7,0,0
752.5,52,103,5,474,45.1,1,0
310.35,52,95,3,796,4.6,0,0
514.56,43,3,0,650,25.2,0,0
1394.71,68,30,1,665,51.9,1,0
3985.3,72,134,1,507,25.4,1,0
650.19,40,129,0,577,30.9,0,0
3021.22,34,62,1,487,37.8,0,0
1009.19,57,68,1,393,4.5,0,0
4033.96,27,133,1,362,23.1,0,0
499.31,48,25,0,626,7.1,0,0
1665.85,31,25,1,798,31.1,1,0
1396.35,26,113,1,767,19.0,0,0
205.11,59,45,2,819,37.5,1,0
2407.5,74,136,1,649,9.9,1,0
903.13,26,46,5,306,18.9,1,0
552.24,30,16,3,611,17.2,0,0
803.28,53,46,1,411,39.9,0,0
117.33,52,120,0,607,19.6,0,0
1693.54,68,101,0,461,39.3,0,0
490.65,57,106,1,534,15.3,1,0
1989.93,28,78,2,662,6.7,1,0
137.94,45,1,3,356,38.1,1,0
2588.94,68,70,0,507,82.1,0,0
1094.38,20,82,3,691,95.6,1,0
1015.16,58,128,5,580,51.3,0,0
2482.26,65,151,5,347,74.2,1,0
2656.87,36,155,3,360,5.0,0,1
174.84,47,72,0,783,61.5,0,0
4886.65,65,105,0,454,69.3,1,0
290.9,39,146,1,870,3.7,1,0
2833.2,74,179,2,669,73.0,1,0
1489.59,33,117,2,641,54.4,0,0
872.11,66,5,0,422,9.4,1,0
2125.79,72,135,0,824,47.2,1,0
846.36,51,83,5,589,23.9,1,0
1010.93,54,28,0,825,31.4,0,0
931.45,31,18,3,583,31.4,1,0
2997.76,60,84,0,486,24.7,1,0
1677.88,46,5,3,888,44.4,1,1
1338.19,33,82,3,454,13.1,1,0
1011.4,53,117,1,888,14.6,1,0
769.7,31,37,1,615,31.2,0,0
2327.8,21,32,2,370,0.1,1,0
3179.54,31,77,0,734,5.5,1,0
3460.47,20,35,5,426,13.2,1,1
3181.49,32,97,0,757,38.0,1,0
1603.94,71,31,0,479,57.6,0,0
2094.56,66,154,2,624,112.0,1,0
3878.61,42,122,1,820,13.3,0,0
2659.22,45,102,0,663,24.0,1,0
2028.1,73,166,1,534,16.5,0,0
2331.17,20,70,2,346,56.0,0,0
1290.25,52,39,0,781,24.9,0,0
2172.64,61,75,2,724,55.9,0,0
2027.11,28,171,0,673,63.0,0,0
2195.55,44,160,2,571,25.1,1,0
1555.95,49,8,0,717,21.6,0,0
1388.48,29,40,0,315,43.9,1,0
4941.32,26,121,5,725,85.2,1,1
501.11,38,121,5,563,14.4,0,0
2443.5,61,24,5,804,4.9,0,0
1502.55,28,57,0,397,13.3,1,0
347.04,35,47,1,636,0.1,1,0
752.73,75,68,0,635,13.4,1,0
2698.64,73,8,3,349,71.7,0,0
3319.96,72,60,0,706,25.1,1,1
1740.44,31,160,3,762,29.5,0,0
1070.21,66,71,2,645,62.9,0,0
1807.71,54,116,0,650,23.3,1,0
226.66,53,32,0,532,62.9,1,0
2924.14,27,88,1,763,63.3,1,0
4827.42,51,46,3,823,18.6,0,0
103.85,31,90,0,876,42.7,0,0
494.12,52,42,2,462,42.0,0,0
764.58,33,38,3,507,39.4,1,0
2689.87,43,133,3,787,12.2,1,0
974.72,23,64,1,513,13.2,0,0
493.24,71,41,1,700,31.9,0,0
438.38,72,89,0,531,36.6,1,0
765.41,56,172,0,510,57.4,1,0
987.09,59,30,1,836,55.2,0,0
311.66,47,76,0,854,3.1,1,0
3034.39,65,87,1,341,25.8,1,0
1127.86,46,149,0,798,76.1,1,0
5356.37,57,153,2,547,103.8,1,0
2728.13,59,26,1,582,10.4,1,0
142.75,35,91,0,313,72.2,0,0
783.32,33,151,3,572,24.8,0,0
2000.03,57,144,3,831,21.1,1,0
3430.97,60,25,0,420,67.8,0,0
316.85,45,100,0,655,56.5,1,0
434.18,44,160,3,326,1.6,0,0
4781.96,25,74,3,329,34.6,1,0
1138.83,41,90,1,583,93.9,1,0
150.94,59,67,0,514,75.3,1,0
1254.51,30,127,0,641,49.7,1,0
1018.32,33,81,1,403,55.9,0,0
522.54,30,97,1,571,63.3,1,0
2297.46,67,40,0,630,59.9,0,0
1658.31,63,164,1,873,23.1,0,0
865.63,24,153,3,569,5.1,0,0
276.16,77,98,0,600,11.8,0,0
1641.98,34,140,0,580,93.9,0,0
3343.08,34,57,5,521,79.1,0,1
1212.2,58,123,5,724,28.2,0,0
2341.6,59,147,3,567,23.1,1,0
1077.27,76,60,2,853,58.3,1,0
738.3,71,179,1,851,13.0,0,0
4991.23,64,121,2,407,37.7,0,0
763.1,54,57,5,575,36.4,0,0
655.05,23,43,0,873,40.4,1,0
2496.71,74,180,0,365,33.1,1,0
821.36,76,7,5,741,31.0,0,0
1556.89,53,178,1,638,62.8,0,0
3780.41,28,138,2,306,48.0,0,0
723.3,23,157,0,842,35.7,1,0
1075.89,57,45,0,330,10.1,1,0
872.07,44,146,3,717,35.5,1,0
2086.74,25,79,2,481,48.0,1,0
241.8,44,51,1,659,20.1,0,0
1220.84,20,155,0,870,28.7,0,0
1272.83,52,3,0,634,21.3,1,0
1801.07,42,17,0,493,29.3,1,0
1472.52,74,174,0,683,56.1,0,0
364.29,30,129,0,755,59.2,0,0
4084.25,69,30,1,598,13.1,0,0
1967.84,76,25,5,497,63.8,0,0
4298.16,78,168,3,758,25.4,0,0
2233.75,28,61,5,492,32.0,1,1
5176.21,49,168,0,832,60.9,0,0
412.35,55,179,3,859,64.2,0,0
2878.82,37,160,3,713,71.1,1,0
540.72,39,143,5,698,22.8,1,0
1479.53,62,178,0,840,12.1,0,0
3881.18,66,146,0,621,64.9,0,0
2418.72,31,90,0,744,29.9,0,0
1009.73,32,25,5,490,9.0,0,0
2107.66,32,146,0,346,31.9,1,0
66.75,19,61,2,481,64.4,1,0
781.68,21,39,0,552,75.0,1,0
525.52,74,160,1,509,44.2,1,0
3988.22,43,71,1,799,24.8,1,0
146.17,63,114,0,528,8.7,0,0
3622.55,50,17,0,849,77.2,1,0
967.35,64,177,3,591,79.5,1,0
549.75,26,101,1,388,11.8,1,0
798.22,49,27,0,534,18.8,0,0
2217.83,70,17,1,746,82.2,1,0
2461.86,21,169,1,515,62.1,1,0
2060.1,74,64,0,658,22.1,1,0
277.51,28,74,0,530,11.4,0,0
31.86,20,112,0,551,74.8,1,0
3603.61,22,28,0,719,100.9,0,0
2880.9,42,9,0,406,101.4,0,1
1720.33,43,145,0,529,20.3,0,0
3140.24,77,121,3,589,45.9,1,0
1172.42,58,64,2,765,40.6,1,0
2263.44,42,57,0,593,60.7,0,0
315.93,29,94,0,742,39.9,1,0
1087.96,53,58,3,428,35.7,1,0
1381.82,48,115,5,697,66.3,1,0
504.38,65,135,1,551,55.8,0,0
2115.99,65,168,2,774,20.5,1,0
675.64,49,27,5,607,57.4,1,1
1589.07,29,168,3,829,69.6,1,0
961.75,43,145,0,579,41.6,0,0
1200.45,28,105,2,779,12.7,0,0
3567.23,39,156,0,399,87.7,0,0
4182.27,22,84,0,620,24.3,1,0
1807.07,72,16,2,623,42.5,1,0
843.39,25,143,0,455,11.7,0,0
839.07,29,143,5,587,8.8,0,0
764.83,47,24,0,438,0.7,1,0
1333.87,56,176,2,751,29.9,0,0
2931.62,61,145,2,647,25.8,0,0
1933.18,38,173,3,453,29.0,0,0
1767.77,59,82,1,385,37.5,1,0
1282.04,76,151,3,473,13.2,1,0
1633.4,52,6,5,626,50.3,0,1
1290.23,47,110,2,341,54.1,1,0
1301.81,24,85,0,433,24.2,0,0
2657.66,76,120,3,697,24.7,0,0
1015.11,42,131,3,716,58.5,1,0
535.88,31,125,1,573,45.6,0,0
1750.99,61,81,0,323,11.8,0,0
1661.42,42,16,0,885,29.8,0,0
1336.81,19,87,0,459,15.8,1,0
120.38,58,31,0,442,71.7,0,0
2060.59,64,23,0,743,8.6,0,0
894.36,59,135,1,787,18.7,0,0
1146.95,49,73,0,753,21.8,0,0
4760.29,35,36,1,426,71.9,0,1
2663.73,33,41,3,603,34.7,1,0
851.03,71,88,1,843,61.1,0,0
2319.38,67,41,0,363,13.9,0,0
1633.58,67,110,0,756,11.9,0,0
600.09,68,92,0,882,11.2,1,0
606.13,70,122,2,811,54.2,1,0
981.12,31,58,0,343,158.0,1,0
2168.17,69,103,5,775,4.3,1,0
1087.18,20,35,2,690,19.4,0,0
3845.46,61,44,0,488,26.2,0,0
536.91,40,50,0,809,34.4,1,0
2613.53,36,58,1,798,48.8,1,0
2037.2,61,15,2,408,12.3,0,0
640.11,28,60,5,521,32.7,1,0
3242.16,40,161,1,739,4.9,0,0
146.46,42,176,0,678,13.2,1,0
272.87,32,83,1,620,33.6,1,0
651.92,40,178,1,430,2.2,1,0
1767.63,64,151,1,555,18.6,1,0
2205.28,75,24,3,451,2.0,1,1
834.5,76,68,0,760,23.1,1,0
1509.34,28,93,0,785,11.1,0,0
2607.38,58,123,0,579,20.7,1,0
19.64,31,165,1,423,96.2,1,0
1110.1,70,129,1,554,6.2,1,0
1292.83,35,52,0,603,14.6,0,0
230.38,42,119,0,757,12.9,1,0
901.52,25,70,5,582,17.5,0,0
343.66,27,82,0,426,26.9,0,0
161.21,39,96,0,744,7.6,1,0
120.72,21,164,1,631,87.4,0,0
3438.91,27,127,0,369,41.9,0,0
2323.03,34,23,2,665,6.5,1,0
884.04,44,139,0,837,32.6,1,0
508.85,71,22,1,759,34.1,0,0
2190.04,34,14,0,353,3.6,0,0
3640.46,28,35,2,630,37.7,1,0
1057.93,67,74,5,324,13.1,1,0
3138.83,32,58,5,307,33.3,1,0
52.54,76,42,3,517,1.2,0,0
3333.74,37,68,2,823,13.6,1,0
1814.56,40,50,2,566,72.2,1,0
1120.02,57,166,3,509,29.4,0,0
658.22,78,52,1,883,32.3,1,0
234.95,71,77,2,774,54.2,0,0
1598.9,72,64,1,823,103.4,0,0
1398.45,40,52,5,697,44.7,1,0
742.82,77,125,5,874,62.4,1,0
560.89,23,157,0,300,61.8,0,0
3465.71,78,0,1,755,55.7,1,0
1858.41,42,55,1,733,15.6,1,0
922.7,68,8,0,609,24.2,0,0
4037.38,70,52,0,331,15.5,1,0
3031.44,48,148,1,576,61.8,0,0
1212.57,28,55,0,707,28.2,1,0
1625.54,45,44,0,890,21.2,0,0
4168.01,64,72,5,507,0.6,1,1
781.63,34,176,5,301,100.3,0,0
2019.76,63,125,1,348,16.8,1,0
151.42,49,139,0,682,5.5,1,0
76.12,59,88,3,478,11.1,1,0
3747.77,28,172,5,855,12.9,1,0
651.95,75,35,2,667,42.6,1,0
997.03,75,10,2,818,5.3,0,0
1543.32,29,146,0,510,1.1,1,0
561.96,51,139,0,832,29.5,0,0
1143.79,29,58,2,800,70.6,0,0
1949.68,78,101,3,524,13.1,1,0
498.66,33,163,5,459,89.9,0,0
4300.24,70,27,5,447,45.7,0,0
323.69,38,53,0,495,83.0,0,0
910.08,71,174,0,368,46.1,1,0
3848.75,61,103,0,607,85.5,1,0
1609.58,56,122,0,803,60.9,0,0
513.54,49,98,0,732,44.7,1,0
730.64,43,9,5,388,98.7,1,1
2142.54,72,161,0,765,36.4,1,0
1433.56,21,82,1,865,134.9,1,0
1017.37,27,151,0,818,23.1,1,0
1703.47,55,99,0,559,49.1,0,0
2029.84,37,41,0,597,24.8,1,0
325.84,23,50,5,797,77.0,0,1
1637.98,76,45,3,344,51.6,1,0
19.23,73,126,1,755,71.2,0,0
2779.64,57,144,0,748,70.4,1,0
1103.6,52,177,2,856,12.3,0,0
2770.55,63,108,0,366,29.0,0,0
2538.51,44,129,1,440,8.1,0,1
2025.99,31,114,2,870,33.3,1,0
3355.51,56,105,0,873,9.4,0,0
1682.04,63,100,0,680,37.1,0,0
3023.82,36,149,0,610,23.7,0,0
1268.18,32,48,5,789,65.7,1,0
2091.62,59,138,0,449,64.9,0,0
2749.31,49,131,0,879,73.5,0,0
1261.57,42,57,1,716,56.5,0,0
2470.97,44,7,1,682,29.4,1,0
1752.72,77,32,5,821,4.4,1,0
1229.93,57,133,1,809,3.4,0,0
1745.3,24,180,0,340,22.9,1,0
781.45,77,87,1,848,76.9,1,0
2239.01,50,98,0,780,15.5,1,0
170.53,52,157,0,557,22.4,1,0
2622.75,33,80,2,545,18.1,0,0
227.88,52,173,3,585,90.1,1,0
731.46,58,35,1,494,2.6,1,0
240.98,48,148,0,420,11.2,1,0
1927.55,72,86,0,808,87.9,1,0
13.8,55,117,2,449,23.1,1,0
1137.71,71,140,3,303,124.2,0,0
4348.72,48,140,1,823,16.9,1,0
2704.11,50,152,0,787,33.3,1,0
1893.47,42,13,0,371,37.2,1,0
435.92,25,175,3,509,15.4,0,0
1007.08,40,159,1,591,17.7,1,0
1576.89,67,68,2,542,73.5,0,1
995.9,29,98,1,854,14.2,0,0
3270.33,36,124,0,397,55.6,0,0
1501.79,29,44,1,586,63.6,0,1
437.86,74,153,3,756,17.6,0,0
2082.21,47,113,0,693,13.6,1,0
1296.01,62,125,3,836,7.0,1,0
874.27,72,113,1,681,20.3,0,0
672.09,43,43,3,512,16.7,0,0
261.24,37,59,3,780,37.0,0,0
791.53,23,115,0,698,2.3,1,0
2792.78,47,108,0,747,25.5,1,0
804.0,35,122,0,472,107.5,0,0
42.96,70,50,0,690,22.7,1,0
1515.41,29,23,0,556,82.1,0,0
1172.45,28,111,1,490,42.7,0,0
1478.96,74,23,0,886,32.9,0,0
346.33,29,60,0,500,27.8,0,0
3422.01,30,136,0,773,63.9,1,0
3196.83,34,2,2,475,96.0,1,0
2962.58,22,100,0,471,26.2,0,0
1836.41,57,94,1,773,4.5,0,0
613.25,29,163,0,368,41.3,1,0
773.72,50,173,3,863,67.7,1,0
918.25,52,90,3,557,32.0,1,0
1688.87,21,52,0,676,3.8,1,0
2413.97,38,95,0,622,2.2,1,0
2796.06,59,37,5,443,24.3,1,0
3217.75,76,112,1,798,87.0,1,0
1829.59,48,33,3,352,37.9,0,0
3908.66,37,95,0,658,34.6,1,0
3507.64,23,153,1,663,32.9,1,0
4087.49,23,90,2,498,10.9,1,0
3551.95,28,143,1,361,127.5,0,0
215.26,47,103,2,771,8.2,1,0
1094.43,52,149,0,748,32.6,1,0
1013.85,54,144,0,457,14.8,1,0
658.54,59,68,0,445,43.2,0,0
80.07,21,11,1,312,46.7,0,0
214.17,71,38,3,860,2.5,1,0
2328.07,29,9,1,794,139.1,0,0
1977.3,62,126,0,381,7.8,1,0
131.77,42,120,1,890,73.9,1,0
796.47,62,150,1,551,40.6,0,0
106.03,51,76,5,714,32.9,0,0
269.45,25,37,1,524,95.8,0,0
1590.32,53,129,2,722,35.0,1,0
898.62,29,159,5,367,34.4,1,0
2634.0,46,39,3,784,34.3,0,0
316.63,50,125,3,519,45.0,1,0
1304.61,70,42,2,463,49.7,1,0
1617.29,24,2,0,853,5.3,1,0
4523.6,70,178,0,352,78.1,0,0
2418.92,72,93,2,885,26.8,0,0
2249.96,21,149,0,340,2.3,0,0
1524.96,44,125,0,573,42.8,1,0
1594.31,37,35,0,773,7.7,1,0
1494.27,50,155,1,590,27.5,0,0
727.23,49,115,2,821,40.2,1,0
782.28,70,60,1,634,18.9,0,0
1717.75,24,15,0,451,38.7,0,0
2887.09,37,85,2,893,65.6,0,0
495.22,60,171,1,514,28.1,1,0
217.98,41,16,0,332,50.0,1,0
1840.78,44,82,5,436,21.2,1,0
618.33,77,145,0,307,36.5,0,0
295.95,40,37,0,443,43.3,0,0
9.83,31,46,3,339,20.9,0,0
552.9,42,86,0,407,49.7,1,0
2188.17,28,85,1,843,14.8,1,0
3263.72,58,50,3,340,17.8,1,0
155.49,67,116,0,591,2.1,1,0
2089.47,23,121,3,774,35.1,0,0
1741.13,35,76,0,534,4.5,1,0
2282.01,33,115,1,706,20.8,0,0
3810.51,36,137,3,316,1.5,1,0
289.36,56,54,1,418,20.1,0,0
649.6,30,139,1,314,61.3,1,0
991.99,20,25,0,564,57.2,0,0
466.57,76,109,1,467,16.6,1,0
2374.0,53,177,0,378,5.7,0,0
1273.87,34,16,1,483,17.4,0,0
276.31,72,136,5,823,60.2,0,0
781.21,41,23,2,480,26.2,1,0
107.3,20,158,0,364,11.5,0,0
2672.06,53,49,5,659,82.1,0,0
736.1,25,131,3,517,63.1,0,0
478.91,66,178,0,532,32.4,1,0
76.82,42,50,0,337,29.2,1,0
948.47,61,95,2,725,16.8,0,0
1609.69,72,24,0,439,7.1,1,0
3612.64,40,30,0,624,18.4,0,0
1747.67,73,27,0,607,10.0,0,0
3489.25,36,87,3,376,119.4,1,1
745.76,20,6,1,635,51.5,0,0
3569.2,57,153,0,671,47.7,0,0
1079.54,75,31,0,890,55.9,0,0
1618.67,38,140,0,862,26.0,1,0
822.54,44,10,1,730,4.6,0,0
1141.44,23,24,0,409,33.0,1,0
1759.12,25,67,0,874,18.0,0,0
2264.24,55,179,0,317,70.4,1,0
962.53,71,174,1,717,3.5,0,0
2591.4,65,48,5,860,17.1,0,0
1739.47,31,135,1,652,77.5,0,0
1575.55,37,68,1,427,27.5,1,0
1136.17,26,103,1,559,18.7,0,0
1978.59,61,63,0,341,28.4,0,0
1121.79,62,101,0,523,44.8,1,0
744.15,64,28,0,723,6.2,0,0
400.52,60,31,2,632,27.4,1,0
5.31,61,51,0,511,16.2,1,0
3228.56,61,62,5,800,37.6,1,0
1178.79,29,15,0,769,62.6,1,0
2149.0,37,71,0,736,41.0,0,0
1243.71,48,89,1,529,5.3,1,0
3081.73,43,69,0,791,37.8,0,0
2947.39,60,124,3,524,71.9,0,0
872.47,63,25,1,828,27.8,1,0
3125.42,75,27,1,589,26.6,1,0
1308.31,54,157,0,808,39.4,0,0
